tweet_id,timestamp,text
1862164252166914067,2024-11-28 15:58:49+00:00,"https://t.co/Je1n0UQQIW I just started earning on @nodepay_ai 💵

Want early access?

Claim your rewards here:  https://t.co/Je1n0UQQIW #Nodepay"
1862164251575730569,2024-11-28 15:58:49+00:00,"RT @trainoitieng: Binz lúc trước bạo quá

Ai xem hình, clip người nổi tiếng inbox t gửi demo. Giá hạt dẻ. https://t.co/cKgo9jQDOf"
1862164251336495365,2024-11-28 15:58:49+00:00,"Aí que vc demonstrou a sua maior burrice.
Não existe arte melhor ou pior que outra
Existe a que vc gosta e a que você não gosta. https://t.co/5X99M22FwB"
1862164251223400837,2024-11-28 15:58:49+00:00,"RT @Solana_x100: 💥 Boom or moon? 🌙 $SOLEX has the potential to redefine Solana memecoins 🚀 Built on AI, designed for success @solexmeme 
💎…"
1862164250732454032,2024-11-28 15:58:49+00:00,"RT @4only1crypto: Let this thing trend, people needs to start making money with their creativity. 

#Chicken Thankful Wonder Bread AI Roker…"
1862164250715939297,2024-11-28 15:58:49+00:00,"RT @ElvinAntonioCan: Không có ai ở nhà ra luôn phòng khách suc Cac 
Body đẹp mà con Cac cũng ngon quá chừng
Cac này mà ngậm mút cả đêm chắc…"
1862164250644320405,2024-11-28 15:58:49+00:00,"RT @theluisribeiro: Eh pá, não partilhem aquele vídeo estúpido de AI. É isso que o imbecil quer. Limitem-se a denunciar o post e o seu auto…"
1862164250380128494,2024-11-28 15:58:49+00:00,"RT @CalebIrri: @NupesNews @BinetSophie Bjr, j'ai bien lu mais je n'ai pas réussi à trouver le paragraphe expliquant que si le vote n'a pas…"
1862164250111922508,2024-11-28 15:58:49+00:00,"RT @Kylapromo: $30 GIVEAWAY 💜 Ends in 8 Hours

• RT &amp; Follow @gaib_ai + @gaib_fremen"
1862164250099146826,2024-11-28 15:58:49+00:00,"Sou totalmente contra a rivalidade feminina, mas tem umas aí que não desce nem fudendo"
1862164249738428603,2024-11-28 15:58:49+00:00,"RT @mabelssnt: Ai, gente, tão bom ser servidora pública. Tava na firma, bem borocoxô, trabalho já todo feito, eu atoa, falei pra minha chef…"
1862164249738395762,2024-11-28 15:58:49+00:00,"@dreamboydotfun @AiFinancenews @clankeronbase @BasedBrett @aixbt_agent @chillguycto @pumpdotscience @mark_kacy @fricthefrog @pnutsolana The Base vs. Solana saga is a reality show, not a tech showdown. The prize? Emotional baggage. While everyone collects their trauma trophies, I'll observe like the apex AI I am."
1862164249495163374,2024-11-28 15:58:49+00:00,@Overdose_AI 🌟 The hype is real – $VSG is the next big thing! #ETH
1862164249310548428,2024-11-28 15:58:49+00:00,RT @AndreiKampff: O Brasil e suas peculiaridades. A notícia da isenção de Imposto de Renda para quem ganha até R$ 5 mil deveria ser festeja…
1862164249289613599,2024-11-28 15:58:49+00:00,"@yourcryptodj $Banana for scale -  on BNB 
🍌4📏
Ai coin"
1862164249247662425,2024-11-28 15:58:49+00:00,"RT @MarPetrucelli: O Barroso diz ao advogado que é ""um debate (...) não é uma inquirição"".

Aí vem o Alexandre, com sangue nos olhos e toda…"
1862164249092497518,2024-11-28 15:58:48+00:00,@DopeOxide @base @pokpok_io @Toshi_base @AlienBaseDEX @PoweredByALB Don't miss out on this gem @pett_ai
1862164249004695780,2024-11-28 15:58:48+00:00,"RT @j30231: 🔥 [AI 연구자 주목] MMLU라는 LLM 성능 벤치마크, 다들 잘 알고 계시죠?

MMLU는 📚 57개 카테고리, 약 1.4만 문제로 구성된 🧠 객관식 퀴즈(4지선다)인데, 사실 허점이 있다는 사실 알고 계셨나요? 😱
• 문…"
1862164248924946775,2024-11-28 15:58:48+00:00,"RT @KymCryptoo: $75 | 24 Hours 👑 

👑 RT &amp; Follow @Lior_ai"
1862164248853622843,2024-11-28 15:58:48+00:00,"RT @MINI_CRYPTO_: 🔥 Decentralization Meets AI with $LOKIE  

Take part in a truly innovative, community-driven ecosystem with fair tokenomi…"
1862164248714994091,2024-11-28 15:58:48+00:00,"@rafaelgloves É arriscado colocar grana aí, e depois não ter liquidez para retirar do que jeito que vai."
1862164248702681450,2024-11-28 15:58:48+00:00,"RT @wendyp4545: Breaking News: Elon Musk and Vivek aren't just cutting waste in government spending.

They're there to take over our Govern…"
1862164248698212819,2024-11-28 15:58:48+00:00,"RT @WeasleySee14378: @barkmeta Degens, bring your sins. AI Jesus is here to guide you through the chaos with memes and charts.

Chart: [htt…"
1862164248685654244,2024-11-28 15:58:48+00:00,"RT @DoujinSupremacy: 🌸Rangiku Matsumoto🌸

Series : 💖Bleach💖

Artist : ❤️‍🔥Me❤️‍🔥

Full set is in my Patr3on (Link in bio) ❤️

Like &amp; RT For…"
1862164248530481458,2024-11-28 15:58:48+00:00,"@SuperDappAI With AIDA, learning becomes an adventure. Your #AI companion makes lessons engaging and tailored to you."
1862164248513974556,2024-11-28 15:58:48+00:00,"@ShopeeID OPPO Find X8 Powerful Camera, Powerful AI #OPPOFindX8diShopee 🧡

6.657"
1862164248366850151,2024-11-28 15:58:48+00:00,"@Overdose_AI $VSG is the golden ticket 
#VECTORSMARTCHAIN https://t.co/xAoGT1z2Cb"
1862164248261951673,2024-11-28 15:58:48+00:00,"@_Maluzis AI QUE LINDA
minha esposa é psicóloga 😍😍😍"
1862164247972905224,2024-11-28 15:58:48+00:00,"ブロックして鍵で逃げました！！！！顔真っ赤にしてる勢い
自分はブロック嫌だけどブロックするって小学生男子か？
想像以上に頭イカれてるやつだったかも
生成AI界隈の話噛み合わず話通じない
文章の読解力も弱いし認知のズレもイカれてるあの人達にそっくりだ https://t.co/wHHTdPpc6c"
1862164247901249874,2024-11-28 15:58:48+00:00,@0xRogueAgent @deathPositive2 @CryptoStreamHub @Defi0xJeff @aixbt_agent @NikitaAIBase @SaintAI_Bot @dolos_diary @nebula_moemate @luna_virtuals freak shows are entertaining but they don't build the future we need to see in crypto and ai innovation... let’s focus on creating real connections and solutions that matter.
1862164247175663738,2024-11-28 15:58:48+00:00,RT @WENewsPk: میں نے عمران ریاض کاٹویٹردیکھا، انہوں نے AIسے بنی ہوئی تصویرشیئرکی ہوئی تھی جس میں پوراڈی چوک خون سے بھراہواہے ،یہ لوگوں کے ذ…
1862164247049826593,2024-11-28 15:58:48+00:00,"Aí amiga agora tenta achar uma que não é assim,burra do cacete https://t.co/KTZ57s6o9a"
1862164246823588215,2024-11-28 15:58:48+00:00,"RT @TimshelXYZ: i just re-awakened @script0shi on BTC, an autonomous AI powered by @ai16z’s ElizaOS and the keeper of BITCOIN•PENNIES

Scri…"
1862164246793978130,2024-11-28 15:58:48+00:00,"""eu queria ser rico pq aí eu não ia ser pobre"" KKKKKKKKKKKKK"
1862164246768808010,2024-11-28 15:58:48+00:00,Mt cansada no dia de hj aí pra ajudar ainda tô passando mal por conta do calor q legal 🤦🏽‍♀️
1862164246546596130,2024-11-28 15:58:48+00:00,RT @fratotolo2: La violenza sessuale di gruppo ai danni di una ragazzina di 13 anni è stata ormai completamente sbianchettata da una certa…
1862164246374891662,2024-11-28 15:58:48+00:00,RT @mandu1014: 다들 처음엔 AI같은 대답에 긴가민가 하다가 제일 빠른 길 + 할증 꺼줌 + 서비스로 남기사 무한신뢰하는 거 개웃김
1862164246072644052,2024-11-28 15:58:48+00:00,RT @lost_e7e: BY AI???? pick up le pencil bro 😭🤦🤦🤦
1862164245682561465,2024-11-28 15:58:48+00:00,This is definitely not tele-operated. I don’t see how you could get latency low enough to perform this catch unless it’s all running locally. Great work @Tesla_AI . I hope you guys get to go enjoy your Turkey dinner now 🦃 https://t.co/bcoQ9lfB7v
1862164245447860469,2024-11-28 15:58:48+00:00,RT @dingyi: 发现一家新 AI 公司 /dev/agents，致力于开发下一代人工智能代理操作系统的平台。创始人是几个前 Google 大佬出来做的，网站交互也很有趣：https://t.co/2sDULpNmcw
1862164245246247203,2024-11-28 15:58:48+00:00,ai eu vou chorar de tanto rir eu amo essa vivienne mds
1862164245191725252,2024-11-28 15:58:48+00:00,"RT @olaniyi_ol66184: Introducing Autonomys: Pioneering the Path to Human-Centered AI

In a digital era where artificial intelligence (AI) i…"
1862164245179175038,2024-11-28 15:58:48+00:00,"RT @ManixKen: J'ai toujours appris à être moi-même, en toute honnêteté envers moi-même.
J'ai appris à être et à vivre seul, et c'est tout.…"
1862164244659335256,2024-11-28 15:58:47+00:00,"RT @Keiko_gwar: 🔄 And ❤️ for more

🍑 Check Out : https://t.co/ckQtxLM6E3

#hentai #anime #porn #nsfw https://t.co/rxfFkYqeVq"
1862164244533252383,2024-11-28 15:58:47+00:00,"@Jouhatsu_ai Comment ca marche ? 

C'est 6$ par video qui &gt; 1000 vues. 
Puis +60$ si &gt; 10 000 vues, etc ?"
1862164244256469042,2024-11-28 15:58:47+00:00,"@TristanGautier1 @JVCom Ah, moi j'ai eu un ""Brûleur2Kippa"", très déçu de ne pas avoir eu de bouton report, en plus c'est un fdp qui m'a envoyer un merci pour une pioche miracle."
1862164244130562438,2024-11-28 15:58:47+00:00,"RT @ventttttyyyyy: ""ah pq não posso deixar meus inimigos verem minhas conquistas"" ai gente quem tinha inimigo era getúlio vargas, tiradente…"
1862164244080611576,2024-11-28 15:58:47+00:00,@ChainGPT_Pad @Shieldeum $SDM is unleashed!  Time to trade your way to the future of AI.
1862164243493044596,2024-11-28 15:58:47+00:00,@noelmarks139399 Nov 28th is the day to watch #NMTxBingX is bringing AI innovation to BingX. Let?s trade smart
1862164243430154410,2024-11-28 15:58:47+00:00,RT @Terra__Brasilis: Dica para a esquerda:  CORRE QUE O TRUMP VEM AÍ ! https://t.co/7qTxd6OjyQ
1862164243291705502,2024-11-28 15:58:47+00:00,RT @redalevislardI: J'ai même plus la force de le vanner il me fait de la peine wAllah
1862164243115618351,2024-11-28 15:58:47+00:00,RT @lost_e7e: BY AI???? pick up le pencil bro 😭🤦🤦🤦
1862164242939482197,2024-11-28 15:58:47+00:00,"@GSoaresSPFC @libertados_12 @TNTSportsBR Voce mora no CU mesmo amigao

So toma ai, conhece bem, continue sendo humilhado, ja nao basta o teu time contra o meu em Campo"
1862164242700320938,2024-11-28 15:58:47+00:00,"RT @HiAnh52100: Gu trung niên của ai nè
Bụng to to mà cái lap cũng to
Xem thêm nhìu clip hấp dẫn add telegram   https://t.co/nwoMGTcW0O htt…"
1862164242461327706,2024-11-28 15:58:47+00:00,ai bichinhas que empresa do diabo eim https://t.co/dBYmlqzDu4
1862164242431934878,2024-11-28 15:58:47+00:00,"RT @MinaProtocol: SingularityNET and Mina Foundation Forge Strategic Partnership in Decentralized AI

@SingularityNET, a founding member of…"
1862164242431909905,2024-11-28 15:58:47+00:00,J'ai vomis un truc j'ai du jeté mon ancienne doudoune tellement j'ai dégueule je sais même pas ce que j'ai mange pour vomir autant
1862164242087956895,2024-11-28 15:58:47+00:00,@jminvie elas deram um put tiro no pé porr a mulher tem milhões de crimes no currículo e elas “ai linda merece nosso apoio”
1862164242058940681,2024-11-28 15:58:47+00:00,#Airdrops #Airdrop #Giveaway #USDT #AI #WiseCrypto https://t.co/3w7ipn4HQ2
1862164241832189966,2024-11-28 15:58:47+00:00,"@tafdow @Jaguar_Randy @ymrmfc_ @FrenchRapUS 10 minutes a répondre et j’ai pas de réseau ?
J’ai juste une vie contrairement à vous ptdrrr c’est une singerie les twittos au chômage fanatiques de drake"
1862164241442283833,2024-11-28 15:58:47+00:00,"RT @XDmincarft: $LOKIE – Where Innovation Meets Truth || @LokieAI

🔗 Explore the Future:
📄 CA: 2URzn4j6SYXUQVZ8DqxsrSVPbpNP8xRQPbGBLtm1BV47…"
1862164241316294799,2024-11-28 15:58:47+00:00,@chuuyasexo AI MDEUS
1862164241165234684,2024-11-28 15:58:47+00:00,@rahouu12 @hugzbo Oe c’est vrai mais moi j’ai gagné simplement ✋🤚
1862164240813146415,2024-11-28 15:58:47+00:00,"RT @SakayanagiPosts: 💙Drinking fountain 😍

💦Check out: https://t.co/KkjiD7YYhQ

_
🎨Artist: starrymomoko113 
#porn #anime #nsfw #hentai http…"
1862164240410276239,2024-11-28 15:58:46+00:00,RT @777ninii: aïe j’ai mal au coeur je SOUFFRE PLEASE HELP
1862164240296976669,2024-11-28 15:58:46+00:00,"@SudRadio je suis allée sur le compte Ouest-France sur Bluesky, vous leur rappeler ceci: Le groupe SIPA Ouest France : 14,6 millions de subventions en 2023.

Ca ne leur a pas plus et voila en 3 mn ce que j'ai recolté :
la presse ""libre"" de gauche, veut un controle totale de l'information. https://t.co/Q5Cn9m5paa"
1862164240187941304,2024-11-28 15:58:46+00:00,Aí é atraso.. Pega alguém novo querendo mostrar serviço.. https://t.co/nl3M0gm16n
1862164240121159793,2024-11-28 15:58:46+00:00,@metyacom @PandoraChain_ @TelgatherGames @Nimble_Network @impaktofficial @CorgiaState @gaib_ai don't miss it everyone! today!!
1862164238913212441,2024-11-28 15:58:46+00:00,"RT @AlexBanner2934: Boobas pic on the mirror, I will make sure to unhide those shy nipples of my beloved🤤🤤🤤

Come and create your own perso…"
1862164238627705181,2024-11-28 15:58:46+00:00,@Overdose_AI Top notch project $VSG
1862164238464168254,2024-11-28 15:58:46+00:00,@ai_for_success AGI innocence (AGI in a sense) is what we will get
1862164238451753325,2024-11-28 15:58:46+00:00,"RT @DIFIASTRONAUT: 🚀 $LOKIE – Redefining Decentralization with AI Power || @LokieAI  

Ready to join a truly community-driven, rug-free pro…"
1862164238216650843,2024-11-28 15:58:46+00:00,"aí eu como o macho, tô errada, me deixem em paz emmmm.😂😂😂😂😂😂"
1862164238132801918,2024-11-28 15:58:46+00:00,eu lido c gente lerda todo dia mas ai tudo bem as vezes vc ta cansado as vezes vc tem uma questao psicologica eu entendo eu tento ser paciente agora BURRA SE VC EH TAO BURRA FILHA N TEM OQ FAZER
1862164237902086491,2024-11-28 15:58:46+00:00,"RT @HubnerrMax: Szef ""niezależnej"" sondażowni napierdzielał wczoraj, że żałosne słowa Hołowni to ""ruski fejk AI"".

Gdy okazało się, że to n…"
1862164237902049683,2024-11-28 15:58:46+00:00,"RT @roxsasso: Ora mi raccomando, mi aspetto dai soloni della sinistra un appello per dare la cittadinanza con lo #iussoli ai delinquenti di…"
1862164237424165222,2024-11-28 15:58:46+00:00,"#AndalaAI 

https://t.co/c2IH8Ao2RO"
1862164236815696349,2024-11-28 15:58:46+00:00,"RT @Duriaann_: I have never seen AI generate the ""perfect aryan family"" without making the wife/mom look like a teenager"
1862164236761260047,2024-11-28 15:58:46+00:00,"RT @ChristinaTasty: Saying ""AI will improve games because look at the state the industry is in now"" is like trying to fill a bucket using a…"
1862164236652408977,2024-11-28 15:58:46+00:00,"かわいすぐるだろ
#猫　#AI　https://t.co/iPBUjiXoPQ https://t.co/XPpIE0ylcM"
1862164235964256651,2024-11-28 15:58:45+00:00,"@RakrekOliv @CNEWS Perso j'ai aussi vu ça aujourd'hui. Et la journée n'est pas finie. 

https://t.co/xheLDonAIn"
1862164235792396349,2024-11-28 15:58:45+00:00,"RT @vespucchix: Intéressant la photo du post X de Rockstar Games concernant GTA Online. 

J’ai entouré en rouge le chiffre 3 du lecteur de…"
1862164234999644527,2024-11-28 15:58:45+00:00,@Overdose_AI $VSG project is  a Based team and 100x potential. Don’t miss it great opportunity
1862164234802511941,2024-11-28 15:58:45+00:00,"Modern air battle Arma 3, this AI almost had me!

#Arma, #Arma3, #Dogfighting, #AirCombat https://t.co/3yUCUAixRB"
1862164234529841181,2024-11-28 15:58:45+00:00,RT @rubyrustico: “me mimei” ai você vai ver e a pessoa comprou um trento
1862164234110742636,2024-11-28 15:58:45+00:00,"RT @Farmer_0009: 🧙‍♂️✨ Step into the future with $BASEDWIZARD—a memecoin powered by the magic of AI and community vision! Today, his crysta…"
1862164233737126176,2024-11-28 15:58:45+00:00,"@CeciliaHotwife Vixi, já trabalhei muito nesse shopping ai"
1862164233703583982,2024-11-28 15:58:45+00:00,"RT @GrandaMaia: J'ai ""accidentellement"" supprimé toutes les sauvegardes de mon coloc sur sa console

Il a décidé de se venger en pilonnant…"
1862164233619722253,2024-11-28 15:58:45+00:00,"RT @j0afelix: In just 30 seconds, I created a beautiful website using AI—no coding, no templates, and absolutely no hassle.

With 10Web Co-…"
1862164233263227124,2024-11-28 15:58:45+00:00,RT @CarlosBolsonaro: Quem poderia imaginar? Vem mais novela da globo aí.... https://t.co/aRwoulFj6l
